,name,birthDate
3003,Parcells Bill,1941-08-22
3004,Pareles Jon,1953-10-25
3005,Parini Jay,1948-04-02
3006,Parker Candace,1986-04-19
3007,Parker Charlie,1920-08-29
3008,Parker Dorothy,1893-08-22
3009,Parker Mary-Louise,1964-08-02
3010,Parker Robert B,1932-09-17
3011,Parker Sarah Jessica,1965-03-25
3012,Parker Trey,1969-10-19
3013,Parks Gordon,1912-11-30
3014,Parks Rosa,1913-02-04
3015,Parks Suzan-Lori,1963-05-10
3016,Parretti Giancarlo,1941-11-15
3017,Parsons Estelle,1927-11-20
3018,Partch Harry,1901-06-24
3019,Parton Dolly,1946-01-19
3020,Pasachoff Jay M,1943-01-01
3021,Pascrell William J Jr,1937-01-25
3022,Pastrana Andres,1954-08-17
3023,Pataki George E,1945-06-24
3024,Pataki Libby,1950-11-17
3025,Patchett Ann,1963-12-02
3026,Patel Marilyn Hall,1938-01-01
3027,Paterno Joe,1926-12-21
3028,Paterson David A,1954-05-20
3029,Patinkin Mandy,1952-11-30
3030,Patrick Danica,1982-03-25
3031,Patrick Deval L,1956-07-31
3032,Patterson Orlando,1940-06-05
3033,Patton Paul E,1937-05-26
3034,Paul Ron,1935-08-20
3035,Paulos John Allen,1945-07-04
3036,Paulson Henry M Jr,1946-03-28
3037,Pavarotti Luciano,1935-10-12
3038,Pawlenty Tim,1960-11-27
3039,Pawson John,1949-05-06
3040,Paxon Bill,1954-04-29
3041,Paxton Bill,1955-05-17
3042,Payne Alexander,1961-02-10
3043,Payton Gary,1968-07-23
3044,Payton Jay,1975-11-22
3045,Payton Sean,1963-12-29
3046,Payton Walter,1954-07-25
3047,Pearl Daniel,1963-10-10
3048,Pearlstine Norman,1942-10-04
3049,Peca Michael,1974-03-26
3050,Peck Dale,1967-01-01
3051,Peck Gregory,1916-04-05
3052,Pei I M,1917-04-26
3053,Pelletier David,1974-11-22
3054,Pelli Cesar,1926-10-12
3055,Pellicano Anthony,1944-03-22
3056,Pelosi Daniel,1963-08-02
3057,Pelosi Nancy,1940-03-26
3058,Peltz Nelson,1942-06-24
3059,Pena Federico F,1947-03-15
3060,Pendleton Moses,1949-03-28
3061,Penn Irving,1917-06-16
3062,Penn Mark,1954-01-15
3063,Penn Sean,1960-08-17
3064,Pennington Chad,1976-06-26
3065,Pepin Jacques,1935-12-18
3066,Pepper Dottie,1965-08-17
3067,Perahia Murray,1947-04-19
3068,Perdue Sonny,1946-12-20
3069,Perelman Ronald O,1943-01-01
3070,Peres Shimon,1923-08-02
3071,Perez Balladares Ernesto,1946-06-29
3072,Perez Israel,1979-04-21
3073,Perez Rosie,1964-09-06
3074,Perle Richard N,1941-09-16
3075,Perlman Itzhak,1945-08-31
3076,Peron Juan Domingo,1895-10-08
3077,Perot Ross,1930-06-27
3078,Perrotta Tom,1961-08-13
3079,Perry Anne,1938-10-28
3080,Perry Kenny,1960-08-10
3081,Perry Rick,1950-03-04
3082,Perry Tyler,1969-09-13
3083,Perry William J,1927-10-11
3084,Persico Joseph E,1930-07-19
3085,Peter Christian,1972-10-05
3086,Peters Bernadette,1948-02-28
3087,Peterson Laci,1975-05-04
3088,Peterson Oscar,1925-08-15
3089,Peterson Peter G,1926-06-05
3090,Peterson Scott,1972-10-24
3091,Petraeus David H,1952-11-07
3092,Pettitte Andy,1972-06-15
3093,Pfeiffer Eckhard,1941-08-20
3094,Pfeiffer Michelle,1958-04-29
3095,Phelps Michael,1985-06-30
3096,Philbin Regis,1931-08-25
3097,Philippoussis Mark,1976-11-07
3098,Phillips Lawrence,1975-05-12
3099,Phillips Richie,1940-01-01
3100,Phillips Steve,1963-05-18
3101,Phillips Tony,1959-04-25
3102,Phoenix Joaquin,1974-10-28
3103,Piano Renzo,1937-09-14
3104,Piazza Mike,1968-09-04
3105,Piazzolla Astor,1921-03-11
3106,Picasso Pablo,1881-10-25
3107,Pickens T Boone Jr,1928-05-22
3108,Picker Tobias,1954-07-18
3109,Pickering Charles W Sr,1937-05-29
3110,Pickering Thomas R,1931-11-05
3111,Pierce David Hyde,1959-04-03
3112,Pierce Mary,1975-01-15
3113,Pinault Francois,1963-08-21
3114,Piniella Lou,1943-08-28
3115,Pinker Steven,1954-09-18
3116,Pinochet Ugarte Augusto,1915-11-25
3117,Pinsky Robert,1940-10-20
3118,Pinter Harold,1930-10-10
3119,Pioline Cedric,1969-06-15
3120,Piot Peter,1949-01-01
3121,Pipes Richard,1923-07-11
3122,Pippen Scottie,1965-09-25
3123,Pirro Jeanine,1951-06-02
3124,Pischetsrieder Bernd,1948-02-15
3125,Pistorius Oscar,1986-11-22
3126,Pitino Rick,1952-09-18
3127,Pitt Brad,1963-12-18
3128,Pitt Harvey L,1945-02-28
3129,Pittman Robert W,1953-12-28
3130,Piven Jeremy,1965-07-26
3131,Pizzarelli John,1960-04-06
3132,Plame Valerie,1963-08-13
3133,Plath Sylvia,1932-10-27
3134,Platt Oliver,1960-01-12
3135,Player Gary,1935-11-01
3136,Plimpton George,1927-03-18
3137,Plummer Christopher,1929-12-13
3138,Plummer Jake,1974-12-19
3139,Plushenko Yevgeny,1982-11-03
3140,Podesta John D,1949-01-08
3141,Podhoretz Norman,1930-01-16
3142,Poe Edgar Allan,1809-01-19
3143,Pogrebin Letty Cottin,1939-06-09
3144,Pogrebin Robin,1965-05-17
3145,Pogue David,1963-03-09
3146,Poindexter John M,1936-08-12
3147,Poitier Sidney,1927-02-20
3148,Polanski Roman,1933-08-18
3149,Polgar Judit,1976-07-23
3150,Polgreen Lydia,1975-01-01
3151,Politan Nicholas H,1935-01-01
3152,Politkovskaya Anna,1958-08-30
3153,Pollack Milton,1906-01-01
3154,Pollan Michael,1955-02-06
3155,Pollard Jonathan J,1954-08-07
3156,Pollini Maurizio,1942-01-05
3157,Pollitt Katha,1949-10-14
3158,Pollock Jackson,1912-01-28
3159,Poritz Deborah T,1936-10-26
3160,Porter Cole,1891-06-09
3161,Portman Rob,1955-12-19
3162,Posada Carriles Luis,1928-02-15
3163,Posada Jorge,1971-08-17
3164,Posey Parker,1968-11-08
3165,Posner Gerald,1954-05-20
3166,Posner Richard A,1939-01-11
3167,Postrel Virginia,1960-01-14
3168,Potter Dennis,1935-05-17
3169,Poulenc Francis,1899-01-07
3170,Pound Dick,1942-03-22
3171,Pound Ezra,1885-10-30
3172,Poussaint Alvin F,1934-05-15
3173,Powell Colin L,1937-04-05
3174,Power Samantha,1970-09-21
3175,Powers Ann,1964-02-04
3176,Powers Thomas,1940-12-12
3177,Prada Miuccia,1949-05-10
3178,Preska Loretta A,1949-01-07
3179,Presley Elvis,1935-01-08
3180,Pressler Larry,1942-03-29
3181,Preval Rene,1943-01-17
3182,Previn Andre,1929-04-06
3183,Prey Hermann,1929-07-11
3184,Prial Frank J,1930-11-04
3185,Price Leontyne,1927-02-10
3186,Price Nick,1957-01-28
3187,Price Reynolds,1933-02-01
3188,Priebke Erich,1913-07-29
3189,Primakov Yevgeny M,1929-10-29
3190,Prince Charles O III,1950-01-13
3191,Prince Faith,1957-08-06
3192,Prince Harold,1928-01-30
3193,Prodi Romano,1939-08-09
3194,Prokofiev Sergei,1891-04-27
3195,Prose Francine,1947-04-01
3196,Proust Marcel,1871-07-10
3197,Prueher Joseph W,1942-11-25
3198,Pryce Jonathan,1947-06-01
3199,Pryor Richard,1940-12-01
3200,Puccini Giacomo,1858-12-22
3201,Puck Wolfgang,1949-07-08
3202,Puckett Kirby,1960-03-14
3203,Puente Tito,1923-04-20
3204,Pullman Bill,1953-12-17
3205,Pullman Philip,1946-10-19
3206,Pulsipher Bill,1973-10-09
3207,Purcell Philip J,1943-01-01
3208,Purdum Todd S,1959-12-13
3209,Puryear Martin,1941-05-23
3210,Putin Vladimir V,1952-10-07
3211,Puzo Mario,1920-10-15
3212,Qaddafi Muammar el-,1940-01-01
3213,Quaid Dennis,1954-04-09
3214,Quartey Ike,1969-11-27
3215,Quasthoff Thomas,1959-11-09
3216,Quattrone Frank P,1955-01-01
3217,Quayle Dan,1947-02-04
3218,Queler Eve,1931-01-11
3219,Quindlen Anna,1952-07-08
3220,Quinn Aidan,1959-03-08
3221,Quinn Anthony,1915-04-21
3222,Quinn Christine C,1966-07-25
3223,Qurei Ahmed,1937-03-26
3224,Raban Jonathan,1942-06-14
3225,Rabbani Burhanuddin,1940-09-20
3226,Rabe David,1940-03-10
3227,Rabin Leah,1928-04-08
3228,Rabin Yitzhak,1922-03-01
3229,Rachmaninoff Sergei,1873-04-01
3230,Racicot Marc,1948-07-24
3231,Racine Jean,1978-09-20
3232,Radcliffe Daniel,1989-07-23
3233,Radcliffe Paula,1973-12-17
3234,Radner Gilda,1946-06-28
3235,Radosh Ronald,1937-01-01
3236,Raffarin Jean-Pierre,1948-08-03
3237,Rafsanjani Ali Akbar Hashemi,1934-08-25
3238,Rafter Patrick,1972-12-28
3239,Raggi Reena,1951-05-11
3240,Rahlves Daron,1973-06-12
3241,Rahman Hasim,1972-11-07
3242,Raimi Sam,1959-10-23
3243,Raines Franklin D,1949-01-14
3244,Raines Tim,1959-09-16
3245,Rainwater Richard E,1943-01-01
3246,Raitt Bonnie,1949-11-08
3247,Rajoub Jibril,1953-01-01
3248,Ralston Joseph W,1943-11-04
3249,Ramadan Taha Yassin,1938-02-22
3250,Rameau Jean-Philippe,1683-09-25
3251,Ramey Samuel,1942-03-28
3252,Ramirez Manny,1972-05-30
3253,Ramon Ilan,1954-06-20
3254,Ramos Fidel V,1928-03-18
3255,Ramos Tab,1966-09-21
3256,Ramsey Patsy,1956-12-29
3257,Rand Ayn,1905-02-02
3258,Randall Tony,1920-02-26
3259,Randolph Willie,1954-07-06
3260,Rangel Charles B,1930-06-11
3261,Rankin Ian,1960-04-28
3262,Rao P V Narasimha,1921-06-28
3263,Rather Dan,1931-10-31
3264,Ratner Bruce,1945-01-23
3265,Ratner Michael,1943-01-01
3266,Rattle Simon,1955-01-19
3267,Rau Johannes,1931-01-16
3268,Rauschenberg Robert,1925-10-22
3269,Ravalomanana Marc,1949-12-12
3270,Ravitch Diane,1938-07-01
3271,Ravitch Richard,1933-07-07
3272,Ray James Earl,1928-03-10
3273,Ray Man,1890-08-27
3274,Raymond Lisa,1973-08-10
3275,Rayner Richard,1956-01-01
3276,Reagan Nancy,1921-07-06
3277,Reagan Ronald Wilson,1911-02-06
3278,Rebeck Theresa,1958-02-19
3279,Reddin Keith,1956-07-07
3280,Redford Robert,1936-08-18
3281,Redgrave Lynn,1943-03-08
3282,Redgrave Vanessa,1937-01-30
3283,Redlener Irwin,1944-08-12
3284,Redman Joshua,1969-02-01
3285,Redstone Sumner M,1923-05-27
3286,Reed John S,1939-01-01
3287,Reed Lou,1942-03-02
3288,Rees Roger,1944-05-05
3289,Reeve Christopher,1952-09-25
3290,Reeves Dan,1944-01-19
3291,Reeves Keanu,1964-09-02
3292,Regan Judith,1953-08-17
3293,Rehnquist William H,1924-10-01
3294,Reich Robert B,1946-06-24
3295,Reich Steve,1936-10-03
3296,Reichl Ruth,1948-01-16
3297,Reid Harry,1939-12-02
3298,Reilly John C,1965-05-24
3299,Reiner Carl,1922-03-20
3300,Reiner Rob,1947-03-06
3301,Reinking Ann,1949-11-10
3302,Reinsdorf Jerry,1936-02-25
3303,Rell M Jodi,1946-06-16
3304,Relman Arnold S,1923-06-17
3305,Remnick David,1958-10-29
3306,Rendell Edward G,1944-01-05
3307,Rendell Ruth,1930-02-17
3308,Reno Janet,1938-07-21
3309,Renoir Jean,1894-09-15
3310,Ressam Ahmed,1967-05-09
3311,Revkin Andrew C,1956-01-01
3312,Reyna Claudio,1973-07-20
3313,Reynolds Burt,1936-02-11
3314,Reynolds Debbie,1932-04-01
3315,Reynolds W Ann,1938-01-01
3316,Reza Yasmina,1959-05-01
3317,Rezko Antoin,1955-01-01
3318,Rhoden William C,1950-01-01
3319,Rhodes Richard,1937-07-04
3320,Ricci Christina,1980-02-12
3321,Rice Anne,1941-10-04
3322,Rice Condoleezza,1954-11-14
3323,Rice Glen,1967-05-28
3324,Rice Jerry,1962-10-13
3325,Rich Denise,1944-01-26
3326,Rich Frank,1949-06-02
3327,Rich Marc,1934-12-18
3328,Richards Amy,1970-01-01
3329,Richards Keith,1943-12-18
3330,Richardson Bill,1947-11-15
3331,Richardson Natasha,1963-05-11
3332,Richardson Nolan,1941-12-27
3333,Richtel Matt,1966-10-02
3334,Richter Gerhard,1932-02-09
3335,Richter Mike,1966-09-22
3336,Rideau Wilbert,1942-02-13
3337,Ridge Tom,1945-08-26
3338,Rigas John J,1924-11-24
3339,Rigg Diana,1938-07-20
3340,Riggio Leonard,1941-02-28
3341,Riley Bob,1944-10-03
3342,Riley Pat,1945-03-20
3343,Riley Richard W,1933-01-02
3344,Riordan Richard J,1930-05-01
3345,Rios Marcelo,1975-12-26
3346,Risen James,1955-01-01
3347,Ritchie Guy,1968-09-10
3348,Ritter Scott,1961-07-15
3349,Rivera Chita,1933-01-23
3350,Rivera Diego,1886-12-08
3351,Rivera Geraldo,1943-07-04
3352,Rivera Mariano,1969-11-29
3353,Rivers Doc,1961-10-13
3354,Rivers Joan,1933-06-08
3355,Rivlin Alice M,1931-03-04
3356,Rizzuto Phil,1917-09-25
3357,Roach Max,1924-01-10
3358,Roach Stephen S,1945-09-16
3359,Robards Jason,1922-07-26
3360,Robb Charles S,1939-06-26
3361,Robbins Jerome,1918-10-11
3362,Robbins Tim,1958-10-16
3363,Roberts Brian L,1959-06-28
3364,Roberts Cokie,1943-12-27
3365,Roberts John G Jr,1955-01-27
3366,Roberts Julia,1967-10-28
3367,Roberts Lillian,1928-01-02
3368,Roberts Pat,1936-04-20
3369,Robertson Nan,1926-07-11
3370,Robertson Pat,1930-03-22
3371,Robeson Paul,1898-04-09
3372,Robinson Damien,1973-12-22
3373,Robinson Jackie,1919-01-31
3374,Robinson Larry,1951-06-02
3375,Robinson Mary,1944-05-21
3376,Robinson Rachel,1922-07-19
3377,Robinson Roxana,1946-11-30
3378,Robinson V Gene,1947-05-29
3379,Roche James G,1939-12-16
3380,Rock Chris,1965-02-07
3381,Rockefeller David,1915-06-12
3382,Rockefeller Laurance S,1910-05-26
3383,Rockefeller Nelson Aldrich,1908-07-08
3384,Rocker John,1974-10-17
3385,Rockwell John,1940-01-01
3386,Rockwell Norman,1894-02-03
3387,Rockwell Sam,1965-11-05
3388,Roddick Andy,1982-08-30
3389,Rodgers Richard,1902-06-28
3390,Rodgers T J,1948-03-15
3391,Rodin Auguste,1840-11-12
3392,Rodman Dennis,1961-05-13
3393,Rodriguez Alex,1975-07-27
3394,Rodriguez Ivan,1971-11-30
3395,Rodriguez Narciso,1961-01-27
3396,Roenick Jeremy,1970-01-17
3397,Roethlisberger Ben,1982-03-02
3398,Rogan James E,1957-08-21
3399,Rogers Richard,1933-07-23
3400,Rogers Roy,1911-11-05
3401,Rogge Jacques,1942-05-02
3402,Rohatyn Felix G,1928-05-29
3403,Rohde David,1967-01-01
3404,Rohmer Eric,1920-03-21
3405,Rohrabacher Dana,1947-06-21
3406,Rohter Larry,1950-02-03
3407,Roiphe Anne,1935-12-25
3408,Roiphe Katie,1968-07-13
3409,Roker Al,1954-08-20
3410,Rollins Sonny,1930-09-07
3411,Romanowski Bill,1966-04-02
3412,Romer Roy,1928-10-31
3413,Romney Mitt,1947-03-12
3414,Ronstadt Linda,1946-07-15
3415,Rooney Dan,1932-07-20
3416,Roosevelt Eleanor,1884-10-11
3417,Roosevelt Franklin Delano,1882-01-30
3418,Roosevelt Theodore,1858-10-27
3419,Rorem Ned,1923-10-23
3420,Rose Charlie,1942-01-05
3421,Rose Jalen,1973-01-30
3422,Rose Pete,1941-04-14
3423,Rosenbaum Thane,1960-01-01
3424,Rosenquist James,1933-11-29
3425,Rosenthal Andrew,1956-01-01
3426,Ross Dennis B,1948-11-26
3427,Ross Diana,1944-03-26
3428,Ross Wilbur L Jr,1937-11-28
3429,Rossellini Isabella,1952-06-18
3430,Rossello Pedro J,1944-04-05
3431,Rossi Dino,1959-10-15
3432,Rossini Gioacchino,1792-02-29
3433,Rossotti Charles O,1941-01-17
3434,Rostenkowski Dan,1928-01-02
3435,Rostropovich Mstislav,1927-03-27
3436,Roth Joe,1948-06-13
3437,Roth Philip,1933-03-19
3438,Rothko Mark,1903-09-25
3439,Roukema Marge,1929-09-19
3440,Rourke Mickey,1952-09-16
3441,Rove Karl,1950-12-25
3442,Rowland John G,1957-05-24
3443,Rowland Patricia,1957-05-24
3444,Rowley Coleen,1954-12-20
3445,Rowley Cynthia,1958-07-29
3446,Rowling J K,1965-07-31
3447,Royal Segolene,1953-09-22
3448,Rubens Peter Paul,1577-06-28
3449,Rubin Chanda,1976-02-18
3450,Rubin James P,1960-01-01
3451,Rubin Robert E,1938-08-29
3452,Rudd Paul,1969-04-06
3453,Rudd Ricky,1956-09-12
3454,Rudel Julius,1921-03-06
3455,Rudenstine Neil L,1935-01-21
3456,Rudin Scott,1958-07-14
3457,Rudnick Paul,1957-12-29
3458,Rudolph Eric Robert,1966-09-19
3459,Ruehl Mercedes,1948-02-28
3460,Ruff Charles F C,1939-08-01
3461,Rugova Ibrahim,1944-12-02
3462,Ruiz Massieu Jose Francisco,1946-07-22
3463,Ruiz John,1972-01-04
3464,Rumsfeld Donald H,1932-07-09
3465,Rusedski Greg,1973-09-06
3466,Rush Geoffrey,1951-07-06
3467,Rushdie Salman,1947-06-19
3468,Russell David O,1958-08-20
3469,Russert Tim,1950-05-07
3470,Russo Patricia F,1952-06-12
3471,Rutan Burt,1943-06-17
3472,Ruth George Herman,1895-02-06
3473,Ryan George,1934-02-24
3474,Ryan Meg,1961-11-19
3475,Ryan Nolan,1947-01-31
3476,Ryan Rex,1962-12-13
3477,Rybczynski Witold,1943-03-01
3478,Ryder Winona,1971-10-29
3479,Saakashvili Mikheil,1967-12-21
3480,Saarinen Eero,1910-08-20
3481,Saatchi Charles,1943-06-09
3482,Saban Haim,1944-10-15
3483,Sabathia C C,1980-07-21
3484,Sabatini Gabriela,1970-05-16
3485,Sabbatini Rory,1976-04-02
3486,Sabrin Murray,1946-12-21
3487,Sachs Jeffrey D,1954-11-05
3488,Sacks Oliver,1933-07-09
3489,Sadat Anwar El-,1918-12-25
3490,Sadr Moktada Al-,1973-08-12
3491,Safin Marat,1980-01-27
3492,Safir Howard,1941-01-01
3493,Safire William,1929-12-17
3494,Said Edward W,1935-11-01
3495,Saint David,1953-01-01
3496,Salamon Julie,1953-07-10
3497,Salazar Ken,1955-03-02
3498,Sale Jamie,1977-04-21
3499,Saleh Ali Abdullah,1942-03-21
3500,Salerno-Sonnenberg Nadja,1961-01-10
3501,Sales Nykesha,1976-05-10
3502,Salim Mamdouh Mahmud,1958-01-01
3503,Salinas de Gortari Carlos,1948-04-03
3504,Salinas de Gortari Raul,1946-01-01
3505,Salinger J D,1919-01-01
3506,Salinger Pierre,1925-06-14
3507,Salonen Esa-Pekka,1958-06-30
3508,Salter James,1925-06-10
3509,Samaranch Juan Antonio,1920-07-17
3510,Samper Ernesto,1950-08-03
3511,Sampras Pete,1971-08-12
3512,Samuelsson Marcus,1970-01-25
3513,Sanchez Vicario Arantxa,1971-12-18
3514,Sanchez Loretta,1960-01-07
3515,Sanchez Mark,1986-11-11
3516,Sand Leonard B,1928-01-01
3517,Sander Jil,1943-11-27
3518,Sanders Barry,1968-07-16
3519,Sanders Bernard,1941-09-08
3520,Sanders Deion,1967-08-09
3521,Sandler Adam,1966-09-09
3522,Sanford Mark,1960-05-28
3523,Sanger David E,1960-07-05
3524,Sankoh Foday,1937-10-17
3525,Sanneh Kelefa,1975-01-01
3526,Santana Johan,1979-03-13
3527,Sante Luc,1954-05-25
3528,Santorum Rick,1958-05-10
3529,Sapp Warren,1972-12-19
3530,Saramago Jose,1922-11-16
3531,Sarandon Susan,1946-10-04
3532,Sarbanes Paul S,1933-02-03
3533,Sargent John Singer,1856-01-12
3534,Sarkozy Nicolas,1955-01-28
3535,Satcher David,1941-03-02
3536,Sather Glen,1943-09-02
3537,Savarese Lou,1965-07-14
3538,Savimbi Jonas,1934-08-03
3539,Sawallisch Wolfgang,1923-08-26
3540,Sawyer Diane,1945-12-22
3541,Sayles John,1950-09-28
3542,Scaasi Arnold,1931-01-01
3543,Scalia Antonin,1936-03-11
3544,Schama Simon,1945-02-13
3545,Schapiro Mary L,1955-06-19
3546,Scheck Barry,1949-09-19
3547,Scheindlin Shira A,1946-01-01
3548,Schell Orville,1940-05-20
3549,Schembechler Bo,1929-04-01
3550,Schiavo Michael,1963-12-03
3551,Schiavo Terri,1963-12-03
3552,Schickel Richard,1933-02-10
3553,Schickele Peter,1935-07-17
3554,Schiele Egon,1890-06-12
3555,Schiff Andras,1953-12-21
3556,Schilling Curt,1966-11-14
3557,Schily Otto,1932-07-20
3558,Schlesinger James R,1929-02-15
3559,Schlessinger Laura,1947-01-16
3560,Schlosser Eric,1959-08-17
3561,Schmemann Serge,1945-04-12
3562,Schmidt Eric E,1955-04-27
3563,Schnabel Julian,1951-10-26
3564,Schneerson Menachem Mendel,1902-04-05
3565,Schnittke Alfred,1934-11-24
3566,Schnitzler Arthur,1862-05-15
3567,Schnyder Patty,1978-12-14
3568,Schoenberg Arnold,1874-09-13
3569,Schoenfeld Gerald,1924-09-22
3570,Schott Marge,1928-08-18
3571,Schottenheimer Marty,1943-09-23
3572,Schrader Paul,1946-07-22
3573,Schrager Ian,1946-07-19
3574,Schreiber Liev,1967-10-04
3575,Schrempp Jurgen E,1944-09-15
3576,Schubert Franz,1797-01-31
3577,Schulberg Budd,1914-03-27
3578,Schulz Bruno,1892-07-12
3579,Schwartz John Burnham,1965-01-01
3580,Schwarz Alan,1968-07-03
3581,Schwarz Frederick A O Jr,1836-10-18
3582,Schwarz Gerard,1947-08-19
3583,Schwarzenegger Arnold,1947-07-30
3584,Schwarzman Stephen A,1947-02-14
3585,Schwerner Michael,1939-11-06
3586,Scoppetta Nicholas,1932-01-01
3587,Scorsese Martin,1942-11-17
3588,Scott A O,1966-07-10
3589,Scott Campbell,1961-07-19
3590,Scott George C,1927-10-18
3591,Scott Richard L,1952-12-01
3592,Scott Ridley,1937-11-30
3593,Scott Tony,1944-06-21
3594,Scowcroft Brent,1925-03-19
3595,Scrushy Richard M,1952-01-01
3596,Seagal Steven,1952-04-10
3597,Seaver Tom,1944-11-17
3598,Sebelius Kathleen,1948-05-15
3599,Seda Heriberto,1967-07-31
3600,Sedaris David,1956-12-26
3601,Seeger Pete,1919-05-03
3602,Sehorn Jason,1971-04-15
3603,Seidenberg Ivan G,1946-12-10
3604,Seikaly Rony,1965-05-10
3605,Seinfeld Jerry,1954-04-29
3606,Seldes Marian,1928-08-23
3607,Seles Monica,1973-12-02
3608,Selig Bud,1934-07-30
3609,Sellars Peter,1957-09-27
3610,Selleck Tom,1945-01-29
3611,Sen Amartya,1933-11-03
3612,Sendak Maurice,1928-06-10
3613,Serkin Peter,1947-07-24
3614,Serra Richard,1939-11-02
3615,Shaham Gil,1971-02-19
3616,Shaheen Jeanne,1947-01-28
3617,Shakespeare William,1564-01-01
3618,Shakur Tupac,1971-06-16
3619,Shalala Donna E,1941-02-14
3620,Shalikashvili John M,1936-06-27
3621,Shalit Gilad,1986-08-28
3622,Shanahan Mike,1952-08-24
3623,Shandling Garry,1949-11-29
3624,Shankar Ravi,1990-10-24
3625,Shanker Albert,1928-09-14
3626,Shanley John Patrick,1950-10-03
3627,Shanley Paul R,1931-01-25
3628,Sharansky Natan,1948-01-20
3629,Sharapova Maria,1987-04-19
3630,Shargel Gerald L,1944-10-05
3631,Sharif Nawaz,1949-12-25
3632,Sharon Ariel,1928-02-26
3633,Shatner William,1931-03-22
3634,Shaw George Bernard,1856-07-26
3635,Shawn Wallace,1943-11-12
3636,Shear Claudia,1962-01-01
3637,Shearer Harry,1943-12-23
3638,Sheen Martin,1940-08-03
3639,Sheffield Gary,1968-11-18
3640,Sheikh Ahmed Omar,1973-12-23
3641,Shelby Richard C,1934-05-06
3642,Sheng Bright,1955-12-06
3643,Shepard Matthew,1976-12-01
3644,Shepard Sam,1979-01-16
3645,Sher Bartlett,1959-01-01
3646,Sherman Cindy,1954-01-19
3647,Sherr Lynn,1942-03-04
3648,Shevardnadze Eduard A,1928-01-25
3649,Shields Brooke,1965-05-31
3650,Shields Carol,1935-06-02
3651,Shiller Robert J,1946-03-29
3652,Shinjo Tsuyoshi,1972-01-28
3653,Shinseki Eric K,1942-11-28
3654,Shockey Jeremy,1980-08-18
3655,Short Bobby,1924-09-15
3656,Short Martin,1950-03-26
3657,Shorter Wayne,1933-08-25
3658,Shortz Will,1952-08-26
3659,Shostakovich Dmitri,1906-09-25
3660,Showalter Buck,1956-05-23
3661,Shreve Anita,1946-01-01
3662,Shriver Maria,1955-11-06
3663,Shula Don,1930-01-04
3664,Shulman Claire,1926-02-23
3665,Shultz George P,1920-12-13
3666,Shuster Bud,1932-01-23
3667,Shyamalan M Night,1970-08-06
3668,Sibelius Jean,1865-12-08
3669,Siegel Norman,1943-01-01
3670,Siegelman Donald E,1946-02-24
3671,Sierra Ruben,1965-10-06
3672,Sihanouk Norodom,1922-10-31
3673,Sikharulidze Anton,1976-10-25
3674,Silber John R,1926-08-15
3675,Silberman Laurence H,1935-10-12
3676,Sills Beverly,1929-05-25
3677,Silver Ron,1946-07-02
3678,Silver Sheldon,1944-02-13
3679,Silverman Sarah,1970-12-01
3680,Silverstein Larry A,1931-05-30
3681,Simic Charles,1938-05-09
3682,Simitis Costas,1936-06-23
3683,Simmons Harold C,1931-05-13
3684,Simmons Russell,1957-10-04
3685,Simms Phil,1954-11-03
3686,Simon Carly,1945-06-25
3687,Simon Neil,1927-07-04
3688,Simon Paul,1941-10-13
3689,Simons Raf,1968-01-12
3690,Simpson Alan K,1931-09-02
3691,Simpson Jessica,1980-07-10
3692,Simpson Nicole Brown,1959-05-19
3693,Simpson O J,1947-07-09
3694,Sinatra Frank,1915-12-12
3695,Singer Isaac Bashevis,1902-11-21
3696,Singer Peter,1946-07-06
3697,Singh Manmohan,1932-09-26
3698,Singh Vijay,1963-02-22
3699,Singleton John,1968-01-06
3700,Sinise Gary,1955-03-17
3701,Sinopoli Giuseppe,1946-11-02
3702,Sires Albio,1951-01-26
3703,Sis Peter,1949-05-11
3704,Sistani Ali Al-,1930-08-04
3705,Sittenfeld Curtis,1975-01-01
3706,Skelos Dean G,1948-02-16
3707,Skilling Jeffrey K,1953-11-25
3708,Slaney Mary Decker,1958-08-04
3709,Slatalla Michelle,1961-01-01
3710,Slater Christian,1969-08-18
3711,Slater Lauren,1963-03-21
3712,Slater Rodney E,1955-02-23
3713,Slatkin Leonard,1944-09-01
3714,Slaughter Louise M,1929-08-14
3715,Slepian Barnett A,1946-10-21
3716,Slim Helu Carlos,1940-01-28
3717,Slutskaya Irina,1979-02-09
3718,Smart Elizabeth Ann,1987-11-03
3719,Smiley Jane,1949-09-26
3720,Smith Anna Deavere,1950-09-18
3721,Smith Anna Nicole,1967-11-28
3722,Smith Emmitt,1969-05-15
3723,Smith Kevin,1970-08-02
3724,Smith Kiki,1954-01-18
3725,Smith Maggie,1934-12-28
3726,Smith Ozzie,1954-12-26
3727,Smith Patti,1946-12-30
3728,Smith Richard Norton,1953-01-01
3729,Smith Tubby,1951-06-30
3730,Smith Will,1968-09-25
3731,Smits Jimmy,1955-07-09
3732,Smoltz John,1967-05-15
3733,Snipes Wesley,1962-07-31
3734,Snow John W,1939-08-02
3735,Snow Tony,1955-06-01
3736,Snowe Olympia J,1947-02-21
3737,Snyder Leslie Crocker,1942-01-01
3738,Soderbergh Steven,1963-01-14
3739,Sojo Luis,1966-01-03
3740,Solana Javier,1942-07-14
3741,Solomon Andrew,1963-10-30
3742,Solondz Todd,1959-10-15
